session_id,timestamp,device,traffic_source,opened,searched,viewed_product,added_to_cart,reached_checkout,placed_order
8880,2026-05-09 12:45:00,mobile,organic,True,True,True,False,False,False
8881,2026-05-25 13:40:00,mobile,paid_social,True,True,True,True,True,False
8882,2026-04-12 13:27:00,mobile,paid_search,True,True,True,True,True,True
8883,2026-04-09 15:07:00,mobile,paid_search,True,True,True,False,False,False
8884,2026-04-06 18:07:00,tablet,paid_search,True,False,False,False,False,False
8885,2026-04-03 16:17:00,desktop,organic,True,True,True,False,False,False
8886,2026-05-01 13:24:00,mobile,paid_search,True,False,False,False,False,False
8887,2026-05-03 11:24:00,mobile,organic,True,True,True,True,False,False
8888,2026-05-10 09:32:00,desktop,paid_social,True,True,True,False,False,False
8889,2026-04-17 16:51:00,mobile,direct,True,True,True,False,False,False
8890,2026-05-01 15:05:00,mobile,email,True,True,False,False,False,False
8891,2026-04-04 06:40:00,mobile,organic,True,True,True,False,False,False
8892,2026-04-08 13:36:00,mobile,organic,True,True,True,True,False,False
8893,2026-04-26 12:27:00,desktop,paid_search,True,True,False,False,False,False
8894,2026-04-26 07:02:00,desktop,organic,True,True,False,False,False,False
8895,2026-05-21 12:21:00,mobile,direct,True,True,True,False,False,False
8896,2026-05-19 20:09:00,mobile,direct,True,False,False,False,False,False
8897,2026-05-07 19:12:00,mobile,paid_search,True,False,False,False,False,False
8898,2026-04-15 19:00:00,mobile,organic,True,False,False,False,False,False
8899,2026-05-19 05:32:00,mobile,direct,True,True,True,False,False,False
8900,2026-05-04 17:24:00,tablet,paid_social,True,True,False,False,False,False
8901,2026-05-23 16:00:00,desktop,organic,True,False,False,False,False,False
8902,2026-05-11 16:53:00,desktop,paid_social,True,False,False,False,False,False
8903,2026-04-17 18:02:00,mobile,direct,True,True,True,True,True,True
8904,2026-04-04 16:25:00,mobile,email,True,False,False,False,False,False
8905,2026-05-09 14:43:00,desktop,organic,True,False,False,False,False,False
8906,2026-04-15 22:44:00,mobile,paid_search,True,True,True,True,True,True
8907,2026-04-11 19:09:00,mobile,email,True,False,False,False,False,False
8908,2026-04-12 13:53:00,desktop,paid_search,True,True,True,False,False,False
8909,2026-04-30 10:02:00,desktop,paid_social,True,True,True,False,False,False
8910,2026-05-25 11:28:00,desktop,organic,True,True,True,False,False,False
8911,2026-05-22 12:11:00,mobile,direct,True,True,False,False,False,False
8912,2026-05-20 10:51:00,desktop,email,True,True,False,False,False,False
8913,2026-05-12 00:23:00,desktop,paid_social,True,True,True,False,False,False
8914,2026-05-21 15:01:00,mobile,organic,True,False,False,False,False,False
8915,2026-05-20 10:03:00,mobile,email,True,True,True,False,False,False
8916,2026-05-29 12:46:00,mobile,paid_search,True,True,True,False,False,False
8917,2026-05-10 08:57:00,mobile,paid_search,True,True,True,False,False,False
8918,2026-04-08 11:26:00,mobile,organic,True,False,False,False,False,False
8919,2026-05-09 12:40:00,mobile,paid_social,True,True,False,False,False,False
8920,2026-04-23 18:46:00,desktop,direct,True,False,False,False,False,False
8921,2026-04-21 07:05:00,mobile,organic,True,True,False,False,False,False
8922,2026-05-01 12:23:00,mobile,email,True,True,True,False,False,False
8923,2026-04-08 15:05:00,mobile,direct,True,True,True,False,False,False
8924,2026-04-25 16:18:00,desktop,organic,True,True,False,False,False,False
8925,2026-05-16 09:04:00,desktop,organic,True,False,False,False,False,False
8926,2026-04-13 21:29:00,tablet,paid_social,True,True,False,False,False,False
8927,2026-05-23 12:37:00,desktop,paid_search,True,True,False,False,False,False
8928,2026-04-15 08:50:00,mobile,organic,True,True,True,True,True,True
8929,2026-05-24 10:51:00,mobile,organic,True,True,True,False,False,False
8930,2026-05-07 18:02:00,mobile,email,True,True,True,False,False,False
8931,2026-04-24 19:05:00,desktop,direct,True,True,True,True,False,False
8932,2026-04-19 12:43:00,mobile,organic,True,True,False,False,False,False
8933,2026-05-12 07:51:00,mobile,paid_search,True,False,False,False,False,False
8934,2026-04-21 21:42:00,mobile,paid_social,True,True,True,False,False,False
8935,2026-04-23 14:53:00,desktop,paid_search,True,False,False,False,False,False
8936,2026-05-07 14:52:00,mobile,email,True,False,False,False,False,False
8937,2026-05-12 12:54:00,desktop,organic,True,False,False,False,False,False
8938,2026-05-02 16:18:00,mobile,organic,True,False,False,False,False,False
8939,2026-05-08 11:25:00,desktop,paid_social,True,True,False,False,False,False
8940,2026-05-20 07:43:00,desktop,organic,True,False,False,False,False,False
8941,2026-04-08 15:01:00,mobile,direct,True,True,True,False,False,False
8942,2026-04-25 18:28:00,desktop,paid_social,True,False,False,False,False,False
8943,2026-04-15 12:59:00,mobile,organic,True,True,False,False,False,False
8944,2026-05-29 10:27:00,mobile,organic,True,False,False,False,False,False
8945,2026-05-13 16:00:00,desktop,paid_social,True,False,False,False,False,False
8946,2026-04-16 14:13:00,mobile,organic,True,False,False,False,False,False
8947,2026-05-16 12:50:00,mobile,organic,True,True,True,False,False,False
8948,2026-04-03 00:12:00,mobile,direct,True,True,False,False,False,False
8949,2026-04-25 09:00:00,mobile,paid_social,True,True,True,False,False,False
8950,2026-05-19 06:48:00,desktop,organic,True,True,False,False,False,False
8951,2026-04-11 08:24:00,desktop,paid_search,True,True,True,True,False,False
8952,2026-04-03 18:23:00,mobile,paid_search,True,True,True,True,False,False
8953,2026-05-26 07:50:00,mobile,paid_search,True,False,False,False,False,False
8954,2026-05-04 17:05:00,mobile,direct,True,True,True,False,False,False
8955,2026-05-11 23:35:00,mobile,email,True,True,True,True,True,True
8956,2026-04-29 15:50:00,desktop,organic,True,True,False,False,False,False
8957,2026-04-02 14:59:00,desktop,paid_social,True,True,False,False,False,False
8958,2026-04-14 00:10:00,mobile,organic,True,True,True,True,False,False
8959,2026-04-10 09:50:00,mobile,direct,True,True,True,True,False,False
8960,2026-04-23 07:04:00,mobile,organic,True,True,True,True,False,False
8961,2026-05-11 18:57:00,mobile,email,True,True,False,False,False,False
8962,2026-04-30 19:38:00,mobile,paid_social,True,False,False,False,False,False
8963,2026-05-12 17:08:00,tablet,paid_social,True,True,True,True,True,True
8964,2026-04-25 13:55:00,desktop,email,True,True,True,False,False,False
8965,2026-04-18 13:30:00,mobile,direct,True,True,True,True,False,False
8966,2026-04-09 12:49:00,mobile,paid_search,True,True,True,False,False,False
8967,2026-04-11 12:12:00,tablet,direct,True,True,True,False,False,False
8968,2026-04-04 15:38:00,mobile,paid_search,True,False,False,False,False,False
8969,2026-04-21 06:21:00,desktop,paid_search,True,True,True,False,False,False
8970,2026-05-07 13:28:00,mobile,paid_social,True,False,False,False,False,False
8971,2026-05-18 13:26:00,mobile,direct,True,True,True,True,True,True
8972,2026-05-04 08:21:00,desktop,paid_search,True,False,False,False,False,False
8973,2026-05-21 11:05:00,tablet,organic,True,True,False,False,False,False
8974,2026-04-27 10:48:00,mobile,organic,True,True,False,False,False,False
8975,2026-04-09 14:23:00,mobile,paid_social,True,True,True,False,False,False
8976,2026-04-21 17:42:00,tablet,paid_search,True,False,False,False,False,False
8977,2026-04-05 14:36:00,mobile,email,True,True,False,False,False,False
8978,2026-05-30 16:50:00,mobile,direct,True,True,False,False,False,False
8979,2026-04-19 15:19:00,mobile,paid_search,True,False,False,False,False,False
8980,2026-05-16 02:41:00,desktop,paid_social,True,True,True,False,False,False
8981,2026-04-27 19:08:00,desktop,paid_social,True,True,False,False,False,False
8982,2026-04-25 11:00:00,mobile,direct,True,True,False,False,False,False
8983,2026-04-13 21:09:00,mobile,organic,True,True,False,False,False,False
8984,2026-05-06 16:49:00,tablet,paid_search,True,False,False,False,False,False
8985,2026-05-13 15:07:00,mobile,paid_social,True,True,True,True,False,False
8986,2026-05-24 20:48:00,mobile,paid_search,True,True,True,False,False,False
8987,2026-05-30 18:38:00,mobile,organic,True,False,False,False,False,False
8988,2026-04-24 10:37:00,mobile,paid_social,True,True,False,False,False,False
8989,2026-05-23 09:41:00,mobile,organic,True,True,False,False,False,False
8990,2026-05-30 11:03:00,desktop,email,True,True,True,False,False,False
8991,2026-04-16 16:43:00,tablet,paid_social,True,True,True,False,False,False
8992,2026-04-24 21:40:00,mobile,paid_social,True,True,False,False,False,False
8993,2026-05-23 13:11:00,mobile,paid_social,True,True,False,False,False,False
8994,2026-04-16 07:36:00,desktop,paid_search,True,True,False,False,False,False
8995,2026-04-22 15:33:00,mobile,email,True,True,True,False,False,False
8996,2026-05-05 14:26:00,mobile,direct,True,True,False,False,False,False
8997,2026-04-14 12:34:00,desktop,organic,True,True,True,True,True,True
8998,2026-05-18 22:45:00,tablet,paid_social,True,True,True,False,False,False
8999,2026-05-15 18:43:00,mobile,organic,True,True,True,True,True,True
9000,2026-04-28 03:07:00,tablet,direct,True,False,False,False,False,False
9001,2026-04-18 16:35:00,desktop,paid_search,True,True,True,False,False,False
9002,2026-04-09 16:00:00,tablet,organic,True,False,False,False,False,False
9003,2026-05-23 21:35:00,mobile,organic,True,False,False,False,False,False
9004,2026-04-12 22:31:00,mobile,organic,True,True,True,True,True,True
9005,2026-05-16 22:03:00,mobile,direct,True,True,True,False,False,False
9006,2026-04-14 06:30:00,mobile,direct,True,False,False,False,False,False
9007,2026-05-02 10:43:00,mobile,direct,True,False,False,False,False,False
9008,2026-04-13 22:22:00,mobile,paid_social,True,False,False,False,False,False
9009,2026-04-17 14:07:00,mobile,paid_search,True,True,True,False,False,False
9010,2026-05-27 13:37:00,desktop,paid_social,True,True,True,False,False,False
9011,2026-04-25 11:29:00,desktop,paid_search,True,True,True,False,False,False
9012,2026-04-13 00:57:00,mobile,email,True,True,True,False,False,False
9013,2026-04-18 18:19:00,tablet,organic,True,True,False,False,False,False
9014,2026-04-26 19:29:00,desktop,direct,True,True,True,True,False,False
9015,2026-05-05 17:58:00,desktop,paid_social,True,False,False,False,False,False
9016,2026-04-22 18:13:00,desktop,paid_search,True,True,False,False,False,False
9017,2026-04-25 15:42:00,desktop,organic,True,True,True,False,False,False
9018,2026-04-11 17:39:00,mobile,direct,True,True,True,False,False,False
9019,2026-04-08 13:09:00,mobile,direct,True,True,True,False,False,False
9020,2026-05-28 13:24:00,mobile,paid_social,True,True,True,False,False,False
9021,2026-04-12 14:32:00,desktop,organic,True,True,True,False,False,False
9022,2026-04-15 19:25:00,tablet,organic,True,True,False,False,False,False
9023,2026-05-22 20:45:00,desktop,direct,True,False,False,False,False,False
9024,2026-05-10 18:25:00,mobile,paid_search,True,True,True,True,True,True
9025,2026-04-25 09:45:00,mobile,direct,True,False,False,False,False,False
9026,2026-05-10 06:31:00,mobile,paid_search,True,True,False,False,False,False
9027,2026-04-19 16:45:00,mobile,organic,True,True,True,True,False,False
9028,2026-04-06 11:50:00,tablet,paid_search,True,True,True,True,False,False
9029,2026-05-12 14:54:00,tablet,organic,True,True,True,False,False,False
9030,2026-05-22 17:38:00,desktop,paid_search,True,True,True,False,False,False
9031,2026-04-01 12:46:00,mobile,paid_search,True,True,True,True,False,False
9032,2026-04-06 13:50:00,desktop,organic,True,False,False,False,False,False
9033,2026-04-27 22:25:00,desktop,paid_search,True,True,False,False,False,False
9034,2026-05-09 14:23:00,mobile,direct,True,True,True,False,False,False
9035,2026-04-27 12:33:00,desktop,paid_search,True,False,False,False,False,False
9036,2026-04-19 04:59:00,mobile,organic,True,False,False,False,False,False
9037,2026-04-16 15:43:00,mobile,paid_social,True,True,True,False,False,False
9038,2026-04-18 18:02:00,desktop,organic,True,True,False,False,False,False
9039,2026-04-22 16:38:00,desktop,paid_search,True,True,False,False,False,False
9040,2026-04-02 12:14:00,mobile,paid_social,True,False,False,False,False,False
9041,2026-04-24 09:38:00,mobile,paid_search,True,False,False,False,False,False
9042,2026-05-28 19:59:00,desktop,organic,True,False,False,False,False,False
9043,2026-04-13 13:36:00,desktop,direct,True,True,True,True,True,True
9044,2026-05-15 16:52:00,desktop,direct,True,False,False,False,False,False
9045,2026-04-18 22:06:00,tablet,direct,True,True,True,True,False,False
9046,2026-05-15 14:12:00,desktop,direct,True,False,False,False,False,False
9047,2026-05-22 09:46:00,desktop,direct,True,True,True,False,False,False
9048,2026-05-01 19:40:00,mobile,paid_social,True,True,False,False,False,False
9049,2026-04-09 12:28:00,mobile,email,True,False,False,False,False,False
9050,2026-04-21 09:47:00,mobile,paid_search,True,True,True,True,False,False
9051,2026-04-22 14:07:00,tablet,paid_social,True,True,False,False,False,False
9052,2026-05-05 01:21:00,desktop,direct,True,True,True,False,False,False
9053,2026-05-15 19:45:00,mobile,direct,True,True,False,False,False,False
9054,2026-05-19 15:54:00,mobile,paid_social,True,False,False,False,False,False
9055,2026-04-07 13:15:00,desktop,direct,True,True,True,False,False,False
9056,2026-04-01 13:20:00,mobile,organic,True,True,True,False,False,False
9057,2026-05-13 16:18:00,mobile,organic,True,True,True,True,False,False
9058,2026-05-15 12:07:00,mobile,paid_search,True,True,True,True,False,False
9059,2026-04-11 08:31:00,mobile,organic,True,False,False,False,False,False
9060,2026-04-01 19:34:00,tablet,paid_social,True,True,True,True,False,False
9061,2026-04-10 09:46:00,desktop,organic,True,True,True,False,False,False
9062,2026-05-23 14:31:00,mobile,organic,True,True,True,False,False,False
9063,2026-05-12 15:02:00,mobile,paid_social,True,True,True,True,False,False
9064,2026-04-05 07:30:00,mobile,direct,True,False,False,False,False,False
9065,2026-05-15 20:04:00,mobile,organic,True,True,True,False,False,False
9066,2026-05-18 02:38:00,mobile,paid_social,True,True,False,False,False,False
9067,2026-05-06 20:08:00,desktop,email,True,True,True,False,False,False
9068,2026-04-09 12:16:00,mobile,paid_social,True,False,False,False,False,False
9069,2026-04-15 07:41:00,mobile,paid_social,True,True,True,False,False,False
9070,2026-05-29 15:26:00,tablet,email,True,True,False,False,False,False
9071,2026-04-04 15:01:00,mobile,paid_search,True,True,True,True,True,True
9072,2026-05-18 14:24:00,tablet,paid_social,True,True,True,False,False,False
9073,2026-05-03 15:22:00,mobile,organic,True,False,False,False,False,False
9074,2026-04-11 07:38:00,mobile,email,True,True,True,False,False,False
9075,2026-04-26 21:04:00,mobile,direct,True,True,True,False,False,False
9076,2026-04-17 20:22:00,tablet,paid_social,True,True,True,False,False,False
9077,2026-04-10 13:58:00,mobile,paid_social,True,False,False,False,False,False
9078,2026-05-02 23:01:00,desktop,paid_search,True,False,False,False,False,False
9079,2026-05-26 20:00:00,mobile,email,True,True,False,False,False,False
9080,2026-04-28 19:06:00,mobile,paid_social,True,True,True,True,False,False
9081,2026-05-09 12:09:00,mobile,organic,True,True,True,True,True,True
9082,2026-04-24 14:32:00,desktop,direct,True,True,False,False,False,False
9083,2026-05-12 22:59:00,desktop,email,True,True,False,False,False,False
9084,2026-04-21 14:49:00,mobile,organic,True,True,True,False,False,False
9085,2026-04-07 16:17:00,mobile,paid_social,True,True,False,False,False,False
9086,2026-04-21 13:48:00,mobile,paid_social,True,True,True,False,False,False
9087,2026-05-30 15:51:00,desktop,email,True,True,True,False,False,False
9088,2026-05-09 11:17:00,desktop,paid_social,True,False,False,False,False,False
9089,2026-04-03 14:00:00,desktop,organic,True,True,False,False,False,False
9090,2026-04-01 11:21:00,desktop,email,True,True,True,False,False,False
9091,2026-04-03 16:22:00,mobile,organic,True,False,False,False,False,False
9092,2026-04-17 08:48:00,desktop,paid_search,True,True,True,False,False,False
9093,2026-05-09 18:21:00,desktop,email,True,True,False,False,False,False
9094,2026-05-19 15:19:00,mobile,paid_social,True,False,False,False,False,False
9095,2026-05-27 13:56:00,mobile,direct,True,False,False,False,False,False
9096,2026-05-19 16:50:00,mobile,paid_social,True,True,False,False,False,False
9097,2026-04-21 23:37:00,desktop,organic,True,True,True,False,False,False
9098,2026-04-13 09:13:00,desktop,organic,True,True,True,False,False,False
9099,2026-04-10 09:42:00,mobile,paid_search,True,False,False,False,False,False
9100,2026-05-25 17:04:00,tablet,organic,True,True,False,False,False,False
9101,2026-04-18 10:31:00,mobile,direct,True,True,True,False,False,False
9102,2026-05-11 19:12:00,mobile,direct,True,True,False,False,False,False
9103,2026-04-21 16:44:00,mobile,email,True,True,True,False,False,False
9104,2026-04-29 16:56:00,tablet,paid_search,True,True,True,True,False,False
9105,2026-05-06 17:20:00,mobile,organic,True,True,False,False,False,False
9106,2026-04-09 15:06:00,tablet,paid_social,True,True,True,False,False,False
9107,2026-04-26 14:36:00,mobile,direct,True,True,False,False,False,False
9108,2026-05-29 15:22:00,desktop,organic,True,True,False,False,False,False
9109,2026-05-28 15:57:00,mobile,direct,True,True,True,False,False,False
9110,2026-05-30 04:03:00,desktop,direct,True,True,True,False,False,False
9111,2026-04-21 15:10:00,desktop,paid_search,True,True,True,False,False,False
9112,2026-05-03 11:14:00,mobile,organic,True,True,True,False,False,False
9113,2026-04-02 15:28:00,mobile,organic,True,True,False,False,False,False
9114,2026-05-06 06:55:00,mobile,direct,True,False,False,False,False,False
9115,2026-05-17 09:10:00,desktop,organic,True,True,False,False,False,False
9116,2026-05-03 08:40:00,mobile,organic,True,True,True,False,False,False
9117,2026-04-15 15:44:00,desktop,organic,True,True,True,False,False,False
9118,2026-04-19 17:42:00,mobile,paid_social,True,True,True,False,False,False
9119,2026-04-24 15:25:00,desktop,direct,True,True,False,False,False,False
9120,2026-04-23 09:40:00,desktop,direct,True,True,True,False,False,False
9121,2026-04-20 11:38:00,desktop,paid_search,True,True,True,False,False,False
9122,2026-05-06 16:56:00,mobile,organic,True,True,True,False,False,False
9123,2026-04-15 16:50:00,desktop,paid_search,True,True,True,False,False,False
9124,2026-05-14 09:38:00,mobile,paid_social,True,True,True,True,False,False
9125,2026-04-30 06:23:00,mobile,organic,True,True,True,False,False,False
9126,2026-04-05 23:07:00,mobile,paid_search,True,False,False,False,False,False
9127,2026-04-24 11:35:00,desktop,paid_social,True,False,False,False,False,False
9128,2026-05-15 20:47:00,mobile,paid_search,True,True,True,False,False,False
9129,2026-04-23 18:37:00,mobile,paid_social,True,True,True,True,False,False
9130,2026-05-26 15:58:00,mobile,email,True,True,True,False,False,False
9131,2026-04-13 20:39:00,mobile,email,True,False,False,False,False,False
9132,2026-05-05 18:58:00,tablet,organic,True,False,False,False,False,False
9133,2026-05-28 14:22:00,desktop,organic,True,True,False,False,False,False
9134,2026-04-03 15:43:00,mobile,paid_social,True,True,True,False,False,False
9135,2026-05-06 12:32:00,tablet,paid_search,True,True,False,False,False,False
9136,2026-04-26 11:26:00,mobile,organic,True,False,False,False,False,False
9137,2026-04-30 16:16:00,mobile,paid_social,True,True,True,False,False,False
9138,2026-05-01 15:33:00,desktop,organic,True,True,False,False,False,False
9139,2026-04-15 17:24:00,desktop,direct,True,True,True,False,False,False
9140,2026-05-16 14:50:00,mobile,direct,True,True,True,True,True,True
9141,2026-04-27 14:43:00,mobile,direct,True,True,True,False,False,False
9142,2026-05-09 20:41:00,mobile,organic,True,True,False,False,False,False
9143,2026-04-01 11:31:00,mobile,organic,True,True,True,True,False,False
9144,2026-05-14 23:03:00,desktop,paid_social,True,True,True,False,False,False
9145,2026-04-22 22:42:00,desktop,direct,True,True,False,False,False,False
9146,2026-05-28 15:14:00,desktop,paid_search,True,False,False,False,False,False
9147,2026-04-30 14:21:00,mobile,paid_social,True,False,False,False,False,False
9148,2026-05-03 10:02:00,mobile,organic,True,True,False,False,False,False
9149,2026-04-27 08:18:00,mobile,organic,True,False,False,False,False,False
9150,2026-05-25 13:55:00,mobile,paid_search,True,False,False,False,False,False
9151,2026-04-20 01:31:00,mobile,paid_search,True,False,False,False,False,False
9152,2026-05-03 14:40:00,desktop,paid_social,True,True,True,True,False,False
9153,2026-05-10 16:54:00,mobile,organic,True,False,False,False,False,False
9154,2026-05-13 19:15:00,desktop,paid_social,True,True,True,False,False,False
9155,2026-04-30 10:34:00,mobile,email,True,True,True,True,True,True
9156,2026-05-02 19:02:00,mobile,organic,True,True,True,False,False,False
9157,2026-04-29 16:05:00,desktop,paid_search,True,False,False,False,False,False
9158,2026-04-10 15:42:00,mobile,organic,True,True,False,False,False,False
9159,2026-05-30 11:49:00,mobile,paid_social,True,True,True,False,False,False
9160,2026-05-10 19:29:00,desktop,paid_social,True,False,False,False,False,False
9161,2026-04-13 12:59:00,desktop,paid_search,True,True,False,False,False,False
9162,2026-04-18 11:25:00,desktop,organic,True,True,True,False,False,False
9163,2026-05-03 02:56:00,desktop,organic,True,True,False,False,False,False
9164,2026-04-09 13:50:00,tablet,email,True,True,True,True,False,False
9165,2026-05-25 15:46:00,mobile,organic,True,True,False,False,False,False
9166,2026-05-30 14:01:00,mobile,paid_search,True,True,False,False,False,False
9167,2026-05-09 16:03:00,mobile,paid_social,True,True,True,False,False,False
9168,2026-05-21 11:51:00,desktop,direct,True,False,False,False,False,False
9169,2026-04-29 08:06:00,mobile,paid_social,True,False,False,False,False,False
9170,2026-05-08 20:14:00,mobile,paid_search,True,True,False,False,False,False
9171,2026-04-11 18:55:00,mobile,organic,True,True,True,False,False,False
9172,2026-04-02 23:34:00,mobile,paid_social,True,False,False,False,False,False
9173,2026-05-06 21:58:00,mobile,paid_search,True,False,False,False,False,False
9174,2026-05-13 16:45:00,mobile,paid_social,True,True,False,False,False,False
9175,2026-04-25 13:53:00,mobile,direct,True,True,False,False,False,False
9176,2026-04-04 11:22:00,desktop,paid_search,True,True,False,False,False,False
9177,2026-05-24 03:17:00,desktop,paid_social,True,False,False,False,False,False
9178,2026-04-10 14:53:00,mobile,organic,True,True,False,False,False,False
9179,2026-04-26 00:57:00,desktop,organic,True,False,False,False,False,False
9180,2026-05-25 10:22:00,mobile,paid_search,True,True,True,False,False,False
9181,2026-04-07 16:59:00,mobile,organic,True,True,False,False,False,False
9182,2026-04-07 10:43:00,tablet,paid_social,True,False,False,False,False,False
9183,2026-05-22 16:29:00,mobile,direct,True,True,True,False,False,False
9184,2026-04-14 12:53:00,mobile,organic,True,True,True,False,False,False
9185,2026-05-15 11:07:00,desktop,paid_search,True,True,False,False,False,False
9186,2026-05-18 15:59:00,mobile,paid_social,True,False,False,False,False,False
9187,2026-04-01 16:06:00,mobile,paid_social,True,True,False,False,False,False
9188,2026-05-08 16:03:00,desktop,organic,True,True,False,False,False,False
9189,2026-04-07 10:28:00,desktop,direct,True,False,False,False,False,False
9190,2026-04-14 11:14:00,desktop,email,True,True,True,False,False,False
9191,2026-05-09 15:38:00,desktop,email,True,False,False,False,False,False
9192,2026-04-24 18:35:00,mobile,paid_search,True,True,True,False,False,False
9193,2026-04-29 09:07:00,tablet,email,True,True,False,False,False,False
9194,2026-05-16 12:57:00,mobile,paid_search,True,True,True,False,False,False
9195,2026-04-09 13:02:00,mobile,paid_social,True,False,False,False,False,False
9196,2026-04-19 16:23:00,mobile,paid_social,True,False,False,False,False,False
9197,2026-05-17 10:47:00,mobile,organic,True,True,False,False,False,False
9198,2026-05-14 06:48:00,tablet,organic,True,True,True,True,False,False
9199,2026-04-19 18:05:00,mobile,paid_search,True,True,False,False,False,False
9200,2026-04-04 17:00:00,mobile,direct,True,True,False,False,False,False
9201,2026-04-30 04:14:00,mobile,paid_search,True,True,True,False,False,False
9202,2026-05-02 10:46:00,mobile,paid_social,True,True,True,True,False,False
9203,2026-05-29 19:52:00,desktop,paid_social,True,True,True,False,False,False
9204,2026-04-10 13:16:00,mobile,organic,True,False,False,False,False,False
9205,2026-05-15 00:48:00,mobile,organic,True,True,False,False,False,False
9206,2026-05-07 14:44:00,desktop,organic,True,True,False,False,False,False
9207,2026-05-03 09:45:00,mobile,paid_search,True,True,True,False,False,False
9208,2026-05-16 00:42:00,desktop,direct,True,True,True,True,True,True
9209,2026-04-18 16:59:00,mobile,paid_social,True,False,False,False,False,False
9210,2026-04-02 14:00:00,mobile,organic,True,True,True,True,False,False
9211,2026-05-03 18:06:00,tablet,organic,True,True,True,True,True,True
9212,2026-05-22 16:49:00,mobile,paid_search,True,True,False,False,False,False
9213,2026-05-02 12:05:00,mobile,organic,True,False,False,False,False,False
9214,2026-05-16 07:46:00,tablet,paid_social,True,False,False,False,False,False
9215,2026-05-25 01:46:00,mobile,paid_social,True,True,False,False,False,False
9216,2026-04-11 20:24:00,mobile,organic,True,True,False,False,False,False
9217,2026-04-17 19:06:00,mobile,paid_search,True,True,True,False,False,False
9218,2026-04-25 16:37:00,desktop,direct,True,True,True,False,False,False
9219,2026-05-11 15:45:00,desktop,paid_social,True,True,False,False,False,False
9220,2026-05-19 11:17:00,mobile,email,True,True,True,False,False,False
9221,2026-05-22 01:23:00,mobile,paid_social,True,True,True,False,False,False
9222,2026-04-24 14:31:00,mobile,direct,True,True,False,False,False,False
9223,2026-05-10 06:06:00,mobile,organic,True,True,True,False,False,False
9224,2026-04-28 12:04:00,mobile,organic,True,False,False,False,False,False
9225,2026-04-22 00:18:00,desktop,organic,True,False,False,False,False,False
9226,2026-04-25 10:54:00,mobile,direct,True,False,False,False,False,False
9227,2026-05-03 13:23:00,desktop,direct,True,True,True,False,False,False
9228,2026-04-15 09:53:00,mobile,organic,True,False,False,False,False,False
9229,2026-04-19 23:51:00,mobile,paid_social,True,True,True,False,False,False
9230,2026-05-29 19:16:00,desktop,paid_social,True,True,True,False,False,False
9231,2026-05-11 15:21:00,mobile,paid_search,True,True,False,False,False,False
9232,2026-04-17 15:04:00,desktop,organic,True,True,True,False,False,False
9233,2026-04-09 15:31:00,mobile,paid_social,True,False,False,False,False,False
9234,2026-05-04 17:41:00,mobile,paid_search,True,True,False,False,False,False
9235,2026-04-01 03:05:00,mobile,organic,True,False,False,False,False,False
9236,2026-04-16 12:14:00,mobile,organic,True,True,False,False,False,False
9237,2026-04-06 13:32:00,mobile,paid_social,True,False,False,False,False,False
9238,2026-04-03 00:56:00,mobile,organic,True,True,True,False,False,False
9239,2026-04-01 12:43:00,desktop,direct,True,False,False,False,False,False
9240,2026-04-17 13:59:00,tablet,paid_social,True,True,True,True,True,False
9241,2026-05-25 16:06:00,mobile,direct,True,True,True,False,False,False
9242,2026-04-27 16:51:00,mobile,organic,True,True,True,False,False,False
9243,2026-04-07 12:48:00,mobile,paid_search,True,False,False,False,False,False
9244,2026-04-23 11:04:00,tablet,organic,True,True,True,False,False,False
9245,2026-05-24 10:00:00,mobile,organic,True,True,True,False,False,False
9246,2026-05-20 17:52:00,mobile,organic,True,True,True,False,False,False
9247,2026-05-21 06:46:00,mobile,direct,True,True,False,False,False,False
9248,2026-05-13 23:13:00,mobile,paid_social,True,True,True,False,False,False
9249,2026-05-08 08:38:00,tablet,organic,True,True,True,False,False,False
9250,2026-04-11 09:02:00,mobile,direct,True,True,False,False,False,False
9251,2026-05-21 22:49:00,tablet,email,True,False,False,False,False,False
9252,2026-05-02 08:20:00,tablet,paid_social,True,True,True,True,True,True
9253,2026-04-28 08:33:00,mobile,email,True,False,False,False,False,False
9254,2026-05-27 14:52:00,mobile,direct,True,True,True,False,False,False
9255,2026-05-26 20:16:00,mobile,direct,True,True,True,True,True,True
9256,2026-05-21 07:04:00,desktop,email,True,True,False,False,False,False
9257,2026-05-06 12:46:00,mobile,paid_social,True,False,False,False,False,False
9258,2026-04-28 16:00:00,tablet,organic,True,True,False,False,False,False
9259,2026-04-13 02:11:00,mobile,paid_social,True,True,False,False,False,False
9260,2026-05-06 22:45:00,mobile,paid_social,True,True,True,True,False,False
9261,2026-04-28 17:00:00,mobile,organic,True,False,False,False,False,False
9262,2026-05-25 11:50:00,mobile,paid_social,True,False,False,False,False,False
9263,2026-04-13 14:31:00,mobile,organic,True,False,False,False,False,False
9264,2026-04-05 20:28:00,desktop,paid_search,True,True,True,True,False,False
9265,2026-04-04 12:27:00,desktop,email,True,True,False,False,False,False
9266,2026-05-18 09:08:00,mobile,paid_social,True,True,True,False,False,False
9267,2026-05-21 00:03:00,mobile,paid_search,True,True,False,False,False,False
9268,2026-05-12 12:11:00,mobile,paid_social,True,True,False,False,False,False
9269,2026-05-25 14:50:00,desktop,paid_social,True,True,True,False,False,False
